Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,Government Effectiveness: Estimate,GE.EST,-1.46551132202148,-1.44346809387207,-1.53343546390533,-1.51100194454193,-1.48080575466156,-1.47703349590302,-1.37641882896423,-1.4007453918457,-1.36231827735901,-1.35180771350861,-1.25418150424957,-1.35992228984833,-1.47929918766022,-1.49562668800354,-1.58514487743378
Afghanistan,AFG,Government Effectiveness: Number of Sources,GE.NO.SRC,6,5,6,7,7,7,8,8,8,8,8,8,8,8,7
Afghanistan,AFG,Government Effectiveness: Percentile Rank,GE.PER.RNK,3.90243911743164,4.36893224716187,3.39805817604065,3.34928226470947,3.82775115966797,4.7393364906311,5.68720388412476,5.68720388412476,7.21153831481934,7.21153831481934,8.17307662963867,8.17307662963867,7.692307472229,7.21153831481934,5.28846168518066
Afghanistan,AFG,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0,0.485436886548996,0.485436886548996,0,0.478468894958496,0.473933637142181,0.473933637142181,0.473933637142181,1.92307686805725,1.92307686805725,4.807692527771,3.36538457870483,1.44230771064758,1.44230771064758,1.44230771064758
Afghanistan,AFG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,14.6341466903687,16.990291595459,13.1067962646484,12.4401912689209,12.9186601638794,13.2701425552368,15.6398105621338,14.6919431686401,16.3461532592773,16.8269233703613,18.75,15.384614944458,12.5,12.0192308425903,12.0192308425903
Afghanistan,AFG,Government Effectiveness: Standard Error,GE.STD.ERR,0.26670429110527,0.319332510232925,0.278414696455002,0.241588845849037,0.234652295708656,0.239938333630562,0.227970987558365,0.223025724291801,0.23527666926384,0.235757991671562,0.227726027369499,0.232966721057892,0.2428357899189,0.243109717965126,0.276942580938339
Albania,ALB,Government Effectiveness: Estimate,GE.EST,-0.586620807647705,-0.431428492069244,-0.370871335268021,-0.254886448383331,-0.278687119483948,-0.200375154614449,-0.267875999212265,-0.323595732450485,-0.04880241304636,0.0592881888151169,0.0597151108086109,0.128729850053787,0.110513411462307,-0.033333245664835,-0.124956652522087
Albania,ALB,Government Effectiveness: Number of Sources,GE.NO.SRC,8,8,8,8,8,8,9,9,8,8,7,7,7,7,6
Albania,ALB,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.6585350036621,41.262134552002,43.2038841247559,48.8038291931152,44.0191383361816,48.3412322998047,44.5497627258301,44.0758285522461,53.8461532592773,55.288459777832,55.769229888916,58.6538467407227,56.730770111084,51.4423065185547,48.0769233703613
Albania,ALB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,20,22.3300971984863,25.2427177429199,32.5358848571777,30.6220092773438,34.5971565246582,31.7535552978516,29.8578205108643,36.538459777832,42.788459777832,40.8653831481934,42.788459777832,42.788459777832,36.538459777832,30.769229888916
Albania,ALB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,44.8780479431152,52.4271850585938,56.7961158752441,58.8516731262207,57.8947372436523,60.6635055541992,59.2417068481445,55.9241714477539,65.8653869628906,67.788459777832,67.788459777832,68.2692337036133,68.2692337036133,66.3461532592773,62.980770111084
Albania,ALB,Government Effectiveness: Standard Error,GE.STD.ERR,0.197055801749229,0.225397676229477,0.229369223117828,0.222624436020851,0.225330039858818,0.222137361764908,0.210786655545235,0.206722438335419,0.2341418415308,0.2333814650774,0.221146702766418,0.224028199911118,0.227001816034317,0.235240131616592,0.257121503353119
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-0.43114972114563,-0.53074586391449,-0.596755087375641,-0.529050767421722,-0.388126194477081,-0.514732301235199,-0.444745928049088,-0.428817510604858,-0.336888343095779,-0.37799397110939,-0.430877894163132,-0.506708323955536,-0.457864254713058,-0.54141891002655,-0.544885635375977
Algeria,DZA,Government Effectiveness: Number of Sources,GE.NO.SRC,8,8,7,7,7,8,8,9,9,9,9,9,9,8,6
Algeria,DZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,40,36.4077682495117,33.4951438903809,37.7990417480469,41.1483268737793,37.4407577514648,40.7582931518555,40.2843589782715,41.8269233703613,38.9423065185547,36.538459777832,32.211540222168,36.538459777832,33.6538467407227,31.25
Algeria,DZA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,27.3170738220215,18.4466018676758,16.990291595459,20.5741634368896,25.3588523864746,19.9052124023438,23.6966819763184,25.1184825897217,25,25,22.5961532592773,19.230770111084,19.7115383148193,16.3461532592773,16.3461532592773
